,day,campaign,source,medium,channelGrouping,dimension4,hostname,landingPagePath,fullReferrer,goal1Completions,goal2Completions,goal3Completions,goal4Completions,goal5Completions,goal6Completions,goalCompletionsAll
140,2023-01-31,(not set),l.facebook.com,referral,Social,GA1.1.971820358.1675194648,www.vitaldent.com,www.vitaldent.com/es/,l.facebook.com/,0,0,1,0,0,0,1
141,2023-01-31,(not set),l.facebook.com,referral,Social,GA1.2.944146805.1675166345,clinicas.vitaldent.com,www.vitaldent.com/es/,l.facebook.com/,0,1,1,0,0,0,2
142,2023-01-31,(not set),linktr.ee,referral,Referral,GA1.1.111600046.1675152220,www.vitaldent.com,www.vitaldent.com/es/,linktr.ee/,1,0,0,0,0,0,1
143,2023-01-31,(not set),lm.facebook.com,referral,Social,GA1.2.938672457.1675170882,clinicas.vitaldent.com,clinicas.vitaldent.com/,lm.facebook.com/,0,0,1,0,0,0,1
144,2023-01-31,VITALDENT_BCN_SEARCH_GEN_Clínica_Dental,google,cpc,Paid Search,GA1.2.1651494235.1675156688,lp.vitaldent.com,(not set),google,0,0,1,0,0,0,1
145,2023-01-31,VITALDENT_BCN_SEARCH_GEN_Clínica_Dental_Competidores,google,cpc,Paid Search,GA1.1.347461887.1675192359,lp.vitaldent.com,lp.vitaldent.com/es/seleccionvisita,google,0,0,1,0,0,0,1
146,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Cita,google,cpc,Paid Search,GA1.1.1259550374.1674829352,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,0,1,0,0,0,1
147,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.1.1254329981.1675151556,clinicas.vitaldent.com,clinicas.vitaldent.com/castellon,google,0,0,1,0,0,0,1
148,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.1.13849347.1675123059,clinicas.vitaldent.com,clinicas.vitaldent.com/alicante/vitaldent-torrevieja-289,google,0,0,1,0,0,0,1
149,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.1.1754316279.1675168657,clinicas.vitaldent.com,clinicas.vitaldent.com/cadiz/vitaldent-sanlucar-ii-177,google,0,0,1,0,0,0,1
150,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.1.1934226432.1675194535,www.vitaldent.com,clinicas.vitaldent.com/murcia/vitaldent-lorca-114,google,0,0,1,0,0,0,1
151,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.1.1983075803.1675155630,www.vitaldent.com,clinicas.vitaldent.com/la-coruna/vitaldent-naron-136,google,0,0,1,0,0,0,1
152,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.1.2085736905.1675102175,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,0,1,0,0,0,1
153,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.1.2085736905.1675102175,www.vitaldent.com,clinicas.vitaldent.com/,google,1,0,0,0,0,0,1
154,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.1.75278932.1675122545,www.vitaldent.com,clinicas.vitaldent.com/barcelona/vitaldent-rubi-165,google,0,0,1,0,0,0,1
155,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.1017591411.1675152998,clinicas.vitaldent.com,clinicas.vitaldent.com/?q=pamplona españa,google,0,1,0,0,0,0,1
156,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.1038268361.1675193910,clinicas.vitaldent.com,clinicas.vitaldent.com/tarragona/vitaldent-el-vendrell-294,google,0,1,0,0,0,0,1
157,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.1155382493.1675172741,clinicas.vitaldent.com,clinicas.vitaldent.com/jaen/vitaldent-andujar-18,google,0,1,0,0,0,0,1
158,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.1734375131.1675149569,clinicas.vitaldent.com,clinicas.vitaldent.com/melilla/vitaldent-melilla-125,google,0,1,0,0,0,0,1
159,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.1736635492.1675183615,clinicas.vitaldent.com,clinicas.vitaldent.com/valladolid,google,0,1,0,0,0,0,1
160,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.1832450133.1675080194,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,1,0,0,0,0,1
161,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.1849288988.1675179249,clinicas.vitaldent.com,clinicas.vitaldent.com/madrid/vitaldent-rivas-163,google,0,1,0,0,0,0,1
162,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.1883989250.1675119593,clinicas.vitaldent.com,clinicas.vitaldent.com/almeria,google,0,1,1,0,0,0,2
163,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.1970292177.1675158238,clinicas.vitaldent.com,www.vitaldent.com/es/protesis-dental/,google,0,1,1,0,0,0,2
164,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.1970292177.1675158238,www.vitaldent.com,www.vitaldent.com/es/protesis-dental/,google,1,0,0,0,0,0,1
165,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.2006612976.1675190253,clinicas.vitaldent.com,clinicas.vitaldent.com/islas-baleares/vitaldent-ibiza-90,google,0,1,0,0,0,0,1
166,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.322753826.1675183084,clinicas.vitaldent.com,clinicas.vitaldent.com/melilla/vitaldent-melilla-125,google,0,1,0,0,0,0,1
167,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.60393860.1675192278,clinicas.vitaldent.com,clinicas.vitaldent.com/barcelona/vitaldent-vic-229,google,0,2,0,0,0,0,2
168,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.667005749.1675183904,www.vitaldent.com,clinicas.vitaldent.com/castellon,google,1,0,0,0,0,0,1
169,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.721693321.1675192230,clinicas.vitaldent.com,clinicas.vitaldent.com/salamanca,google,0,1,0,0,0,0,1
170,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.787818868.1675184321,clinicas.vitaldent.com,clinicas.vitaldent.com/barcelona/vitaldent-vilafranca-del-penedes-310,google,0,1,0,0,0,0,1
171,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.1.111403814.1673555536,www.vitaldent.com,www.vitaldent.com/es/,google,0,0,1,0,0,0,1
172,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.1.1151231936.1675143945,www.vitaldent.com,www.vitaldent.com/es/,google,0,0,1,0,0,0,1
173,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.1.1168082724.1664202473,clinicas.vitaldent.com,"clinicas.vitaldent.com/resultados?lat=40.4843898&lng=-3.3688023&search=alcalá+de+henares,+madrid,+españa&bounds[sw]=40.4665996,-3.4178627&bounds[ne]=40.5229801,-3.3154891",google,0,0,1,0,0,0,1
174,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.1.1389813462.1668119876,www.vitaldent.com,www.vitaldent.com/es/tratamientos-dentales-odontologicos/,google,0,0,1,0,0,0,1
175,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.1.1988622302.1675186288,clinicas.vitaldent.com,www.vitaldent.com/es/,google,0,0,1,0,0,0,1
176,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.1.474274403.1675200693,www.vitaldent.com,www.vitaldent.com/es/,google,0,0,1,0,0,0,1
177,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.1.478677857.1654803242,clinicas.vitaldent.com,www.vitaldent.com/es/,google,0,0,1,0,0,0,1
178,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.1.487654287.1675182257,www.vitaldent.com,clinicas.vitaldent.com/,google,1,0,0,0,0,0,1
179,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.2.1016087454.1656086611,clinicas.vitaldent.com,www.vitaldent.com/es/,google,0,1,0,0,0,0,1
180,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.2.1150991014.1675190384,clinicas.vitaldent.com,www.vitaldent.com/es/,google,0,1,0,0,0,0,1
181,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.2.1245328071.1675166707,clinicas.vitaldent.com,www.vitaldent.com/es/,google,0,1,0,0,0,0,1
182,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.2.1499436435.1652213867,www.vitaldent.com,www.vitaldent.com/es/tratamientos-dentales-odontologicos/,google,0,0,1,0,0,0,1
183,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.2.1623972090.1675164074,www.vitaldent.com,www.vitaldent.com/es/,google,0,0,1,0,0,0,1
184,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.2.21554859.1675183808,clinicas.vitaldent.com,www.vitaldent.com/es/,google,0,1,0,0,0,0,1
185,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.2.328767332.1675198895,clinicas.vitaldent.com,www.vitaldent.com/es/,google,0,1,0,0,0,0,1
186,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.2.429579592.1674052603,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,1,0,0,0,0,1
187,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.2.757341755.1674565769,clinicas.vitaldent.com,www.vitaldent.com/es/,google,0,1,0,0,0,0,1
188,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Tratamiento,google,cpc,Paid Search,GA1.2.1963371459.1675177326,clinicas.vitaldent.com,www.vitaldent.com/es/ortodoncia/,google,0,1,0,0,0,0,1
189,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Tratamiento_Limpieza,google,cpc,Paid Search,GA1.1.289274751.1666682653,www.vitaldent.com,www.vitaldent.com/es/limpieza-dental-profesional-avanzada/,google,0,0,1,0,0,0,1
190,2023-01-31,VITALDENT_ES_SEARCH_BRAND_Tratamiento_Limpieza,google,cpc,Paid Search,GA1.1.975394324.1675183352,www.vitaldent.com,www.vitaldent.com/es/limpieza-dental-profesional-avanzada/,google,0,0,1,0,0,0,1
191,2023-01-31,VITALDENT_ES_SEARCH_GEN,google,cpc,Paid Search,GA1.1.1812251312.1675146935,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,1,1,0,0,0,2
192,2023-01-31,VITALDENT_ES_SEARCH_GEN,google,cpc,Paid Search,GA1.2.1318075413.1675175221,www.vitaldent.com,clinicas.vitaldent.com/,google,0,0,1,0,0,0,1
193,2023-01-31,VITALDENT_ES_SEARCH_GEN,google,cpc,Paid Search,GA1.2.1969976518.1675198100,www.vitaldent.com,clinicas.vitaldent.com/,google,0,0,1,0,0,0,1
194,2023-01-31,VITALDENT_MAD_SEARCH_BRAND_Combinaciones,google,cpc,Paid Search,GA1.1.996064823.1668759290,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,0,1,0,0,0,1
195,2023-01-31,VITALDENT_MAD_SEARCH_BRAND_Pure_EX,google,cpc,Paid Search,GA1.2.1776481165.1673273504,clinicas.vitaldent.com,www.vitaldent.com/es/protesis-dental-fija/,google,0,1,0,0,0,0,1
196,2023-01-31,VITALDENT_MAD_SEARCH_BRAND_Tratamientos,google,cpc,Paid Search,GA1.2.2065825216.1613509261,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,1,0,0,0,0,1
197,2023-01-31,VITALDENT_MUR_SEARCH_BRAND_Combinaciones,google,cpc,Paid Search,GA1.2.1150533618.1674764337,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,1,0,0,0,0,1
198,2023-02-01,(not set),(direct),(none),Direct,GA1.2.1049150798.1675258868,clinicas.vitaldent.com,clinicas.vitaldent.com/,(direct),0,1,0,0,0,0,1
199,2023-02-01,(not set),(direct),(none),Direct,GA1.2.1530016698.1675258822,clinicas.vitaldent.com,clinicas.vitaldent.com/,(direct),0,1,0,0,0,0,1
200,2023-02-01,(not set),(direct),(none),Direct,GA1.2.1848251844.1675212723,clinicas.vitaldent.com,clinicas.vitaldent.com/girona/vitaldent-gerona-i-76,(direct),0,1,0,0,0,0,1
201,2023-02-01,(not set),(direct),(none),Direct,GA1.2.515628463.1675281238,clinicas.vitaldent.com,clinicas.vitaldent.com/cadiz,(direct),0,1,0,0,0,0,1
202,2023-02-01,(not set),(direct),(none),Direct,GA1.2.639422671.1675236227,clinicas.vitaldent.com,www.vitaldent.com/es/ortodoncia-invisible/,(direct),0,1,0,0,0,0,1
203,2023-02-01,(not set),(direct),(none),Direct,GA1.2.750099978.1675281954,clinicas.vitaldent.com,clinicas.vitaldent.com/,(direct),0,1,0,0,0,0,1
204,2023-02-01,(not set),b797e736f9aa4659b49ed727fa70a214.svc.dynamics.com,referral,Referral,GA1.1.1487192219.1675247517,www.vitaldent.com,www.vitaldent.com/es/,b797e736f9aa4659b49ed727fa70a214.svc.dynamics.com/,1,0,0,0,0,0,1
205,2023-02-01,(not set),b797e736f9aa4659b49ed727fa70a214.svc.dynamics.com,referral,Referral,GA1.2.1116258660.1674589596,clinicas.vitaldent.com,clinicas.vitaldent.com/asturias,b797e736f9aa4659b49ed727fa70a214.svc.dynamics.com/,0,1,0,0,0,0,1
206,2023-02-01,(not set),b797e736f9aa4659b49ed727fa70a214.svc.dynamics.com,referral,Referral,GA1.2.1630087724.1675277904,clinicas.vitaldent.com,clinicas.vitaldent.com/,b797e736f9aa4659b49ed727fa70a214.svc.dynamics.com/,0,1,0,0,0,0,1
207,2023-02-01,(not set),b797e736f9aa4659b49ed727fa70a214.svc.dynamics.com,referral,Referral,GA1.2.594410964.1675176652,clinicas.vitaldent.com,clinicas.vitaldent.com/,b797e736f9aa4659b49ed727fa70a214.svc.dynamics.com/,0,1,0,0,0,0,1
208,2023-02-01,(not set),bing,organic,Organic Search,GA1.2.1230296666.1675264395,clinicas.vitaldent.com,clinicas.vitaldent.com/tarragona/vitaldent-cambrils-342,bing,0,1,0,0,0,0,1
209,2023-02-01,(not set),google,cpc,Paid Search,GA1.2.1500708097.1675245492,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,1,0,0,0,0,1
210,2023-02-01,(not set),google,cpc,Paid Search,GA1.2.1659021673.1675247101,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,1,0,0,0,0,1
211,2023-02-01,(not set),google,cpc,Paid Search,GA1.2.1884049794.1675278049,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,1,0,0,0,0,1
212,2023-02-01,(not set),google,organic,Organic Search,GA1.1.1092002511.1675236631,clinicas.vitaldent.com,clinicas.vitaldent.com/murcia/vitaldent-cartagena-i-47,google,0,1,0,0,0,0,1
213,2023-02-01,(not set),google,organic,Organic Search,GA1.1.1530568372.1675267386,www.vitaldent.com,clinicas.vitaldent.com/las-palmas/vitaldent-arrecife-ii-22,google,1,0,0,0,0,0,1
214,2023-02-01,(not set),google,organic,Organic Search,GA1.1.1650904627.1675246383,www.vitaldent.com,www.vitaldent.com/es/,google,1,0,0,0,0,0,1
215,2023-02-01,(not set),google,organic,Organic Search,GA1.1.2143686276.1675244087,clinicas.vitaldent.com,clinicas.vitaldent.com/las-palmas/vitaldent-arrecife-ii-22,google,0,1,0,0,0,0,1
216,2023-02-01,(not set),google,organic,Organic Search,GA1.1.498247304.1675254613,www.vitaldent.com,clinicas.vitaldent.com/zaragoza/vitaldent-zaragoza-viii-360,google,1,0,0,0,0,0,1
217,2023-02-01,(not set),google,organic,Organic Search,GA1.2.1125535408.1675274847,clinicas.vitaldent.com,www.vitaldent.com/es/tratamientos-dentales-odontologicos/,google,0,1,0,0,0,0,1
218,2023-02-01,(not set),google,organic,Organic Search,GA1.2.1130034921.1675190963,clinicas.vitaldent.com,clinicas.vitaldent.com/vizcaya/vitaldent-barakaldo-28,google,0,1,0,0,0,0,1
219,2023-02-01,(not set),google,organic,Organic Search,GA1.2.1167385827.1675270096,clinicas.vitaldent.com,clinicas.vitaldent.com/girona/vitaldent-lloret-de-mar-380,google,0,1,0,0,0,0,1
220,2023-02-01,(not set),google,organic,Organic Search,GA1.2.1196819309.1675242056,clinicas.vitaldent.com,clinicas.vitaldent.com/valladolid/vitaldent-valladolid-v-226,google,0,1,0,0,0,0,1
221,2023-02-01,(not set),google,organic,Organic Search,GA1.2.1338053045.1671479984,clinicas.vitaldent.com,clinicas.vitaldent.com/vizcaya/vitaldent-getxo-350,google,0,1,0,0,0,0,1
222,2023-02-01,(not set),google,organic,Organic Search,GA1.2.1476975128.1675284315,clinicas.vitaldent.com,clinicas.vitaldent.com/barcelona/vitaldent-tarrasa-i-343,google,0,1,0,0,0,0,1
223,2023-02-01,(not set),google,organic,Organic Search,GA1.2.1568953510.1675269728,clinicas.vitaldent.com,www.vitaldent.com/es/,google,0,1,0,0,0,0,1
224,2023-02-01,(not set),google,organic,Organic Search,GA1.2.1613222104.1675217706,www.vitaldent.com,clinicas.vitaldent.com/malaga,google,1,0,0,0,0,0,1
225,2023-02-01,(not set),google,organic,Organic Search,GA1.2.163623678.1675284369,clinicas.vitaldent.com,www.vitaldent.com/es/limpieza-dental-profesional-avanzada/,google,0,1,0,0,0,0,1
226,2023-02-01,(not set),google,organic,Organic Search,GA1.2.1697146719.1675251467,www.vitaldent.com,clinicas.vitaldent.com/guadalajara/vitaldent-guadalajara-84,google,1,0,0,0,0,0,1
227,2023-02-01,(not set),google,organic,Organic Search,GA1.2.1853233377.1673908758,clinicas.vitaldent.com,clinicas.vitaldent.com/asturias/vitaldent-oviedo-ii-140,google,0,1,0,0,0,0,1
228,2023-02-01,(not set),google,organic,Organic Search,GA1.2.1855205213.1675261070,clinicas.vitaldent.com,www.vitaldent.com/es/blanqueamiento-dental/,google,0,1,0,0,0,0,1
229,2023-02-01,(not set),google,organic,Organic Search,GA1.2.1881654086.1675249212,clinicas.vitaldent.com,clinicas.vitaldent.com/barcelona/vitaldent-hospitalet-iii-88,google,0,1,0,0,0,0,1
230,2023-02-01,(not set),google,organic,Organic Search,GA1.2.1997974724.1675265238,clinicas.vitaldent.com,clinicas.vitaldent.com/burgos/vitaldent-miranda-de-ebro-128,google,0,1,0,0,0,0,1
231,2023-02-01,(not set),google,organic,Organic Search,GA1.2.2092104330.1675258620,clinicas.vitaldent.com,www.vitaldent.com/es/,google,0,1,0,0,0,0,1
232,2023-02-01,(not set),google,organic,Organic Search,GA1.2.2111864666.1675253855,www.vitaldent.com,clinicas.vitaldent.com/pontevedra/vitaldent-villagarcia-de-arousa-234,google,1,0,0,0,0,0,1
233,2023-02-01,(not set),google,organic,Organic Search,GA1.2.370715849.1675264863,clinicas.vitaldent.com,clinicas.vitaldent.com/madrid/vitaldent-vaguada-i-215,google,0,1,0,0,0,0,1
234,2023-02-01,(not set),google,organic,Organic Search,GA1.2.388569064.1675285337,clinicas.vitaldent.com,www.vitaldent.com/es/implantes-dentales-unitarios/,google,0,1,0,0,0,0,1
235,2023-02-01,(not set),google,organic,Organic Search,GA1.2.403001764.1674466587,clinicas.vitaldent.com,clinicas.vitaldent.com/las-palmas/vitaldent-fuerteventura-ii-72,google,0,1,0,0,0,0,1
236,2023-02-01,(not set),google,organic,Organic Search,GA1.2.410654215.1675239960,clinicas.vitaldent.com,"clinicas.vitaldent.com/resultados?lat=41.0790405&lng=1.1496969&search=43840&bounds[sw]=41.05458996363923,1.101118586375355&bounds[ne]=41.1018160443159,1.181972758392419",google,0,1,0,0,0,0,1
237,2023-02-01,(not set),google,organic,Organic Search,GA1.2.441048585.1669822006,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,1,0,0,0,0,1
238,2023-02-01,(not set),google,organic,Organic Search,GA1.2.477684728.1675252783,clinicas.vitaldent.com,clinicas.vitaldent.com/malaga/vitaldent-benalmadena-364,google,0,1,0,0,0,0,1
239,2023-02-01,(not set),google,organic,Organic Search,GA1.2.511110455.1675241337,clinicas.vitaldent.com,clinicas.vitaldent.com/alicante/vitaldent-calpe-gabriel-miro-394,google,0,1,0,0,0,0,1
240,2023-02-01,(not set),google,organic,Organic Search,GA1.2.842989875.1675225636,clinicas.vitaldent.com,clinicas.vitaldent.com/sevilla/vitaldent-sevilla-ii-191,google,0,1,0,0,0,0,1
241,2023-02-01,(not set),google,organic,Organic Search,GA1.2.854599119.1675239622,clinicas.vitaldent.com,clinicas.vitaldent.com/barcelona/vitaldent-esplugues-i-64,google,0,1,0,0,0,0,1
242,2023-02-01,(not set),google,organic,Organic Search,GA1.2.917823425.1675242659,clinicas.vitaldent.com,www.vitaldent.com/es/blanqueamiento-dental/,google,0,1,0,0,0,0,1
243,2023-02-01,(not set),lm.facebook.com,referral,Social,GA1.2.2012594557.1675236111,clinicas.vitaldent.com,www.vitaldent.com/es/,lm.facebook.com/,0,1,0,0,0,0,1
244,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Cita,google,cpc,Paid Search,GA1.2.1525925157.1675202322,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,1,0,0,0,0,1
245,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Cita,google,cpc,Paid Search,GA1.2.1845663772.1675230407,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,1,0,0,0,0,1
246,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Cita,google,cpc,Paid Search,GA1.2.1991487478.1643293906,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,1,0,0,0,0,1
247,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Cita,google,cpc,Paid Search,GA1.2.930581778.1674992078,www.vitaldent.com,clinicas.vitaldent.com/,google,1,0,0,0,0,0,1
248,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.1.619242189.1675253627,clinicas.vitaldent.com,clinicas.vitaldent.com/burgos/vitaldent-aranda-291,google,0,1,0,0,0,0,1
249,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.1.980446769.1675246137,clinicas.vitaldent.com,clinicas.vitaldent.com/alicante/vitaldent-elche-i-349,google,0,1,0,0,0,0,1
250,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.1.980446769.1675246137,www.vitaldent.com,clinicas.vitaldent.com/alicante/vitaldent-elche-i-349,google,1,0,0,0,0,0,1
251,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.1048976354.1672656327,clinicas.vitaldent.com,clinicas.vitaldent.com/madrid/vitaldent-villalba-235,google,0,1,0,0,0,0,1
252,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.1179695314.1675240129,www.vitaldent.com,www.vitaldent.com/es/ortodoncia-invisible/,google,1,0,0,0,0,0,1
253,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.1455122667.1675196803,clinicas.vitaldent.com,clinicas.vitaldent.com/murcia/vitaldent-alcantarilla-290,google,0,1,0,0,0,0,1
254,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.1650904627.1675246383,clinicas.vitaldent.com,www.vitaldent.com/es/ortodoncia/,google,0,1,0,0,0,0,1
255,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.1658686061.1675282710,clinicas.vitaldent.com,clinicas.vitaldent.com/vizcaya/vitaldent-santurce-188,google,0,1,0,0,0,0,1
256,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.1693026833.1675286475,clinicas.vitaldent.com,clinicas.vitaldent.com/castellon,google,0,1,0,0,0,0,1
257,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.178395785.1675253475,clinicas.vitaldent.com,clinicas.vitaldent.com/alicante/vitaldent-benidorm-31,google,0,1,0,0,0,0,1
258,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.186137904.1675265313,clinicas.vitaldent.com,clinicas.vitaldent.com/la-coruna/vitaldent-naron-136,google,0,1,0,0,0,0,1
259,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.192950364.1672157487,clinicas.vitaldent.com,"clinicas.vitaldent.com/?q=sabadell centre, sabadell, españa",google,0,1,0,0,0,0,1
260,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.274783903.1675239983,clinicas.vitaldent.com,clinicas.vitaldent.com/cuenca,google,0,1,0,0,0,0,1
261,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.464932528.1657876650,clinicas.vitaldent.com,clinicas.vitaldent.com/murcia,google,0,1,0,0,0,0,1
262,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Localizaciones,google,cpc,Paid Search,GA1.2.685807791.1675267320,clinicas.vitaldent.com,clinicas.vitaldent.com/barcelona/vitaldent-gava-74,google,0,1,0,0,0,0,1
263,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.1.388569064.1675285337,clinicas.vitaldent.com,www.vitaldent.com/es/,google,0,1,0,0,0,0,1
264,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.2.1321481106.1675029347,clinicas.vitaldent.com,www.vitaldent.com/es/,google,0,1,0,0,0,0,1
265,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.2.1603536033.1675273626,clinicas.vitaldent.com,www.vitaldent.com/es/,google,0,1,0,0,0,0,1
266,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.2.1672329702.1675291025,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,1,0,0,0,0,1
